Site_ID,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Ecoregion_Name,Country_Name,State_Island_Province_Name,City_Town_Name,Site_Name,Distance_to_Shore,Exposure,Turbidity,Cyclone_Frequency,Date_Day,Date_Month,Date_Year,Depth_m,Percent_Bleaching,ClimSST,Temperature_Mean,Windspeed,SSTA,SSTA_Maximum,SSTA_Frequency,SSTA_DHW,TSA,TSA_Mean,TSA_Frequency,TSA_DHW,TSA_DHWMean,Date,Site_Comments,Sample_Comments,Bleaching_Comments
2858,-1.28,-81.07,Pacific,Colombia Ecuador and Chile Pacific coast,Ecuador,Manabi Province,Isla de la Plata,nd,190.85,Exposed,0.1675,51.4,15,5,1998,nd,30.5,297.45,297.41,5,4.05,5.6,47,45.32,3.03,-1.65,24,42.21,1.87,15-05-1998,moderate,moderate,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2863,-1.59,-80.87,Pacific,Colombia Ecuador and Chile Pacific coast,Ecuador,Manabi Province,Salango Island,nd,215.04,Exposed,0.1118,51.43,15,5,1998,nd,30.5,297.42,297.48,5,2.91,8.52,49,38.21,1.64,-1.87,22,34.24,1.33,15-05-1998,moderate,moderate,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2864,-1.48,-80.8,Pacific,Colombia Ecuador and Chile Pacific coast,Ecuador,Manabi Province,Playa Los Frailes,nd,866.92,Exposed,0.1092,51.43,15,5,1998,nd,30.5,297.73,297.7,5,4.25,8.3,49,49.99,3.23,-1.57,28,46.79,1.51,15-05-1998,moderate,moderate,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2865,-1.2333,-90.3833,Pacific,Galapagos Islands,Ecuador,Galapagos Islands,Floreana Island,nd,370.75,Sheltered,0.0693,50.11,15,5,1983,nd,30.5,297.37,296.26,4,3.48,5.93,39,36.96,1.75,-3.04,19,32.01,1.46,15-05-1983,Continued bleaching with tissue damage occurred.,Continued bleaching with tissue damage occurred.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
2866,-1.2167,-90.3,Pacific,Galapagos Islands,Ecuador,Galapagos Islands,Floreana Island,nd,6892.72,Sheltered,0.0623,50.11,15,5,1983,1,30.5,297.41,296.29,4,3.71,5.73,39,35.63,2.07,-2.95,18,30.98,1.44,15-05-1983,Most corals were bleached but remained alive. Tissues were damaged and death occurred in some colonies.,Most corals were bleached but remained alive. Tissues were damaged and death occurred in some colonies.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
3039,15.8,39.4487,Red Sea,South Red Sea,Eritrea,Northern Red Sea Region,Massawa,nd,837.7,Sometimes,0.3092,46.12,15,7,1998,nd,30.5,304.75,302.45,6,1.5,3.5,10,1.57,0.08,-3.03,1,0,0.54,15-07-1998,Water temps of 40C were reported in Aug/Sep causing shallow and deep bleaching,Water temps of 40C were reported in Aug/Sep causing shallow and deep bleaching,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
3040,15.6224,39.4841,Red Sea,South Red Sea,Eritrea,Northern Red Sea Region,Massawa,nd,478.5,Sometimes,0.3196,46.1,15,10,1998,nd,30.5,303.56,302.39,4,1.31,3.54,19,17.52,0.86,-2.77,8,14.15,0.69,15-10-1998,Moderate bleaching,Moderate bleaching,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
3064,8.6072,150.3893,Pacific,Caroline Islands Micronesia,Federated States of Micronesia,Makur Islands,Namonuito Atoll,nd,765.4,Exposed,0.0424,48.75,15,9,1998,nd,30.5,302.27,301.66,5,-0.04,2.78,2,2.15,-0.06,-0.6,0,0,0.52,15-09-1998,0.2,0.2,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
3171,-18.39,178.2,Pacific,Fiji,Fiji,Viti Levu Group,Viti Levu,nd,3228.43,Exposed,0.0525,53.26,15,3,2001,nd,30.5,301.02,299.83,5,-0.14,3.14,7,0,-0.26,-1.78,0,0,0.36,15-03-2001,small numbers of coral strating to bleach. 10 - 30% individual colonies bleaching,small numbers of coral strating to bleach. 10 - 30% individual colonies bleaching,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
3186,-18.755,178.526,Pacific,Fiji,Fiji,Kadavu Group,Dravuni Island,nd,94.06,Sheltered,0.0605,51.57,15,4,2000,14.25,30.5,299.98,299.6,5,0.9,3.64,10,5.36,0.08,-1.95,3,3.67,0.32,15-04-2000,Five sites: (1);(2) lagoonal sea mounts; (3) windward outer barrier; (4);(5) leeward outer barrier. All dominated by Acropora except (4) which was the most diverse site.,Five sites: (1);(2) lagoonal sea mounts; (3) windward outer barrier; (4);(5) leeward outer barrier. All dominated by Acropora except (4) which was the most diverse site.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
3216,-18.6,178.5,Pacific,Fiji,Fiji,Kadavu Group,nd,nd,14923.01,Exposed,0.0406,54.99,15,5,2000,13,30.5,299.25,299.7,5,0.57,3.61,17,8.51,-1.05,-1.93,7,4.6,0.38,15-05-2000,26% bleached; 20% dead,26% bleached; 20% dead,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
3217,-18.5,178,Pacific,Fiji,Fiji,Lomaiviti Islands,Yanuca Island,nd,12438.76,Sheltered,0.0567,63.77,15,5,2000,13,30.5,299.52,299.92,5,0.47,3.5,11,5.76,-0.96,-1.79,6,4.63,0.41,15-05-2000,34% bleached; 17% dead,34% bleached; 17% dead,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
3218,-17.9167,178.5833,Pacific,Fiji,Fiji,Viti Levu Group,Viti Levu,nd,195.59,Sheltered,0.1384,45.45,15,5,2000,13,30.5,299.34,300.17,5,1.82,4.5,21,9.32,-0.23,-2.18,5,4.96,0.72,15-05-2000,bleaching,bleaching,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
3224,-18.9,178.1,Pacific,Fiji,Fiji,Kadavu Group,Kadavu Island,nd,11918.74,Exposed,0.0341,52.69,15,6,1999,15,30.5,298.67,299.85,3,0.2,4.66,10,1.25,-2.15,-1.84,1,0,0.35,15-06-1999,many species partly or completely bleached,many species partly or completely bleached,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
3480,-17.6,-149.3,Pacific,Society Islands French Polynesia,French Polynesia,Society Islands,Tahiti,nd,260.5,Sheltered,0.0288,46.46,15,3,1994,nd,30.5,262.15,300.58,5,-0.53,2.55,0.33,0,-0.54,-1.28,0,0,0.3,15-03-1994,Transects were placed perpendicular to shore from 1.5 to 4.5 m depth.  At Hitia'a; coral bleaching continued until June for the Faviidae and until July for the Acroporidae.  The species most affected were Montastrea curta Dana; 1846 (100% of the colonies,Transects were placed perpendicular to shore from 1.5 to 4.5 m depth.  At Hitia'a; coral bleaching continued until June for the Faviidae and until July for the Acroporidae.  The species most affected were Montastrea curta Dana; 1846 (100% of the colonies,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
3722,15.9316,-86.4011,Atlantic,Belize and west Caribbean,Honduras,Bay Islands,Cayos Cochinos,nd,7231.58,Exposed,0.0653,49.45,15,9,1998,nd,30.5,302.54,301.17,6,1.02,2.7,13,4.42,1.02,-1.49,2,3.17,0.62,15-09-1998,0.5,0.5,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
3723,16.3333,-86.4667,Atlantic,Belize and west Caribbean,Honduras,Bay Islands,Roatan,nd,716.63,Exposed,0.0361,48.45,15,9,1998,17.5,30.5,302.38,301.04,6,0.88,3.05,8,4.15,0.87,-1.4,2,2.6,0.47,15-09-1998,Moderate bleaching; Up to 50% of live coral cover showed bleaching with most of the coral species affected.,Moderate bleaching; Up to 50% of live coral cover showed bleaching with most of the coral species affected.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
3797,9.29,79.14,Indian,North Sri Lanka and east India,India,Tamil Nadu,Ramanathapuram,nd,455.97,Sheltered,0.2148,39.97,15,4,2002,nd,30.5,303.95,302.01,2,1.49,3.62,5,0,1.37,-2.12,0,0,0.41,15-04-2002,Zones 2 of Mandapam region showed 52.6% bleaching of corals.,Zones 2 of Mandapam region showed 52.6% bleaching of corals.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
3798,9.291,79.14,Indian,North Sri Lanka and east India,India,Tamil Nadu,Ramanathapuram,nd,381.38,Sheltered,0.2148,39.97,15,4,2002,nd,30.5,303.95,302.01,2,1.49,3.62,5,0,1.37,-2.12,0,0,0.41,15-04-2002,Zones 3 of Mandapam region showed 52.6% bleaching of corals.,Zones 3 of Mandapam region showed 52.6% bleaching of corals.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
3799,9.294,79.249,Indian,North Sri Lanka and east India,India,Tamil Nadu,Thangachimadam,nd,272.12,Sheltered,0.1666,39.97,15,4,2002,nd,30.5,303.81,301.95,2,1.72,3.34,2,2.59,1.6,-2.04,1,1.28,0.47,15-04-2002,57% coral bleaching was observed in Pamban regions.,57% coral bleaching was observed in Pamban regions.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
3800,9.328,79.3179,Indian,North Sri Lanka and east India,India,Tamil Nadu,Ramanathapuram,nd,199.92,Sheltered,0.1877,38.82,15,4,2002,nd,30.5,262.15,301.94,2,1.92,3.32,2.33,1.72,1.79,-2.06,0.83,1.12,0.49,15-04-2002,A maximum of 60% coral bleaching was observed in the northern side of Rameswaram regions.,A maximum of 60% coral bleaching was observed in the northern side of Rameswaram regions.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
3801,9.2921,79.3277,Indian,North Sri Lanka and east India,India,Tamil Nadu,Rameswaram,nd,259.48,Sheltered,0.1877,38.82,15,4,2002,nd,30.5,303.74,301.89,2,2.21,3.37,2,1.03,2.09,-2.03,0,0,0.55,15-04-2002,A maximum of 60.5% coral bleaching was observed in the eastern side of Rameswaram region.,A maximum of 60.5% coral bleaching was observed in the eastern side of Rameswaram region.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
3804,11.7333,92.8833,Indian,Andaman Islands,India,Andaman and Nicobar Islands,Port Blair,nd,12900.4,Sheltered,0.0443,43.74,15,5,1998,nd,30.5,302.22,301.7,7,1.37,2.99,9,5.83,1.11,-1.46,4,5.66,0.52,15-05-1998,Surviving taxa included Porites spp.; Platygyra spp.; Favites spp. and Fungia spp. Repeated surveys in September revealed that coral mortality was higher than 50%.,Surviving taxa included Porites spp.; Platygyra spp.; Favites spp. and Fungia spp. Repeated surveys in September revealed that coral mortality was higher than 50%.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
3805,22.559,69.3347,Indian,Gulf of Kutch India,India,Gujarat,Narada,nd,3718.8,Sheltered,0.2205,42.65,15,5,1998,nd,30.5,301.67,299.06,5,0.28,3.25,7,0,-0.03,-2.61,5,0,0.45,15-05-1998,10 to 30 % bleaching,10 to 30 % bleaching,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
3852,-5.8667,110.3333,Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,nd,2553.91,Sheltered,0.0539,49.3,15,1,1998,nd,30.5,301.58,302.1,2,0.91,3.23,2,2.2,-0.19,-0.75,0,0,0.64,15-01-1998,Moderate bleaching; There was 50-60% mortality of bleached corals.,Moderate bleaching; There was 50-60% mortality of bleached corals.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
3853,-5.5167,106.4833,Pacific,Java Sea,Indonesia,Banten,Harapan Island,nd,4166.08,Sheltered,0.0743,48.13,15,1,1998,nd,30.5,301.65,302.29,1,2.28,2.9,5,7.14,0.79,-0.8,3,3.17,0.49,15-01-1998,Moderate bleaching; Bleaching ranged from zero to 46% at 3 m; and 1-25% at 10 m. There was 50-60% mortality of bleached corals.,Moderate bleaching; Bleaching ranged from zero to 46% at 3 m; and 1-25% at 10 m. There was 50-60% mortality of bleached corals.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
3857,-5.9013,110.5041,Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,nd,6203.98,Exposed,0.0528,49.35,15,2,1998,nd,30.5,301.86,302.06,3,0.62,3.01,7,10.62,-0.59,-0.72,1,1.75,0.75,15-02-1998,0-46% at 3m; 1-25% at 10m,0-46% at 3m; 1-25% at 10m,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
4191,1.1385,122.35,Pacific,Celebes Sea,Indonesia,Gorontalo,nd,nd,11023.05,Sometimes,0.0509,54.13,15,10,1998,nd,30.5,302.51,302.35,3,0.85,3.56,6,7.66,0.79,-0.4,6,7.55,0.93,15-10-1998,Moderate bleaching,Moderate bleaching,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
4193,1.6142,124.73,Pacific,Celebes Sea,Indonesia,North Sulawesi,Manado,nd,793.76,Sheltered,0.0426,54.72,15,12,1998,nd,30.5,301.63,302.14,2,1.68,3.84,7,4.25,1.09,-0.46,4,2.1,1.2,15-12-1998,The sea surface temperature is significantly decreased; from 300C last month to 27-280C. However; at 5 meter depth temperature is still at 30. The team has also reported that not all coral has been completely bleached. If we observe in more detail; the b,The sea surface temperature is significantly decreased; from 300C last month to 27-280C. However; at 5 meter depth temperature is still at 30. The team has also reported that not all coral has been completely bleached. If we observe in more detail; the b,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
4516,17.93,-79.807,Atlantic,Jamaica,Jamaica,Westmoreland Parish,Negril,nd,156994.27,Exposed,0.0264,59.38,15,9,2005,6.5,30.5,302.02,301.13,3,1.44,2.47,5,1.28,1.4,-1.28,1,1.27,0.37,15-09-2005,The current bleaching trend noted on Caribbean reefs; was also observed in Jamaica. Sampled by scuba diving; bleaching; ranging from partial to full and patchy to total; was observed between 10 - 30 ft depth; along the fore reef of Lime Cay; in the follo,The current bleaching trend noted on Caribbean reefs; was also observed in Jamaica. Sampled by scuba diving; bleaching; ranging from partial to full and patchy to total; was observed between 10 - 30 ft depth; along the fore reef of Lime Cay; in the follo,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
4521,17.7848,-77.5627,Atlantic,Jamaica,Jamaica,Manchester Parish,Alligator Pond,nd,7986.56,Exposed,0.0404,57.75,15,10,1998,nd,30.5,301.96,301.2,7,-0.24,2.22,8,6.93,-0.36,-1.35,3,3.75,0.27,15-10-1998,Moderate bleaching,Moderate bleaching,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
5256,26.5,128,Pacific,North Ryukyu Islands Japan,Japan,Okinawa,Ginoza,nd,413.11,Sheltered,0.0414,65.16,15,7,1998,nd,30.5,262.15,297.88,7,-0.38,3.08,21.67,19.51,-0.97,-4.06,0,0,0.28,15-07-1998,Extent Unspecified Sea surface temperature abnormally high at 31C.,Extent Unspecified Sea surface temperature abnormally high at 31C.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
5280,28.2667,129.35,Pacific,North Ryukyu Islands Japan,Japan,Kagoshima,Satsunan Islands,nd,442.76,Sheltered,0.0302,65.74,15,7,2001,1.5,30.5,262.15,297.5,3,1.63,3.85,6.75,4.88,0.74,-4.26,0.75,1.37,0.41,15-07-2001,50% Acropora showed partial bleaching on tips,50% Acropora showed partial bleaching on tips,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
5316,30.3,130.5,Pacific,South-east Kyushu Japan,Japan,Kagoshima,Yakushima,nd,168.32,Sometimes,0.0449,61.61,15,8,2001,nd,30.5,262.15,296.95,11,1.24,2.93,15.4,12.17,1.24,-4.61,2.4,3.56,0.31,15-08-2001,Bleaching was observed form late July to early August in Acropora (recruits after 1998 bleaching); sea anemone and soft coral,Bleaching was observed form late July to early August in Acropora (recruits after 1998 bleaching); sea anemone and soft coral,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
5322,26.269,127.6995,Pacific,North Ryukyu Islands Japan,Japan,Okinawa,Urasoe,nd,410.65,Sheltered,0.0432,65.56,15,9,1998,nd,30.5,262.15,297.88,7,0.54,2.93,19.33,8.87,0.03,-3.68,4.67,6.92,0.41,15-09-1998,severe bleaching,severe bleaching,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
5325,26.4478,127.7746,Pacific,North Ryukyu Islands Japan,Japan,Okinawa,Onna,nd,362.69,Sheltered,0.0341,64.3,15,10,1998,nd,30.5,298.21,297.83,9,1.95,3.75,19,11.09,-0.29,-3.89,3,5.51,0.39,15-10-1998,40% coral coverage bleached,40% coral coverage bleached,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
5447,29.5,49,Arabian Gulf,Persian Gulf,Kuwait,nd,nd,nd,58391.45,Exposed,0.1312,47.05,15,9,2000,nd,30.5,302.36,297.7,3,-0.74,4.67,5,11.39,-1.47,-7.41,5,10.73,1.02,15-09-2000,40% bleaching,40% bleaching,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
5458,-23.4941,43.7538,Indian,South Madagascar,Madagascar,Toliara Province,Toliara,nd,735.71,Sheltered,0.2711,38.58,15,2,1998,nd,30.5,262.15,299.23,7,0.58,8.22,6.33,2.41,0.56,-2.91,2,1.11,0.8,15-02-1998,0.3,0.3,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
5459,-19.5915,44.425,Indian,South Madagascar,Madagascar,Toliara Province,Belon'i Tsiribihina,nd,888.24,Sheltered,0.3844,44.7,15,2,1998,nd,30.5,262.15,301.56,3,-0.14,3.65,4.75,3.22,-0.15,-2.8,2.25,1.17,0.8,15-02-1998,0.3,0.3,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
5460,-16.5,49.85,Indian,North Madagascar,Madagascar,Toamasina Province,Antanambe,nd,664.01,Exposed,0.0753,53.93,15,2,1998,nd,30.5,301.86,299.63,4,0.87,4.02,5,5.23,0.87,-2.28,1,1.65,0.65,15-02-1998,0.3,0.3,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
5461,-13.1873,48.2823,Indian,North Madagascar,Madagascar,Antsiranana Province,Nosy Be,nd,1455.38,Sheltered,0.0857,33.76,15,2,1998,nd,30.5,302.97,301.41,4,1.11,2.71,7,9.88,0.73,-1.68,2,1.47,0.52,15-02-1998,0.3,0.3,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
5462,-12.82,48.6376,Indian,North Madagascar,Madagascar,Antsiranana Province,Nosy Mitsio,nd,1537.24,Sheltered,0.0811,41.86,15,2,1998,nd,30.5,302.63,301.03,5,0.93,2.91,4,4.81,0.84,-1.6,1,1.05,0.52,15-02-1998,0.3,0.3,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
5463,-15,50.5,Indian,North Madagascar,Madagascar,Antsiranana Province,Antalaha,nd,16614.96,Exposed,0.0388,105.8,15,2,1998,nd,30.5,301.83,299.68,6,1.69,3.14,2,3.42,1.69,-2.25,1,1.39,0.43,15-02-1998,Shallow  Acropora 40-80% bleached with high mortality and 10-40% of mixed species in deeper water,Shallow  Acropora 40-80% bleached with high mortality and 10-40% of mixed species in deeper water,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
5786,6.0361,116.0322,Pacific,Sunda Shelf south-east Asia,Malaysia,Sabah,Kota Kinabalu,nd,579.38,Sheltered,0.0843,53.74,15,5,1998,1.5,30.5,303.92,302.46,2,0.64,3.31,6,2.53,0.28,-1.47,1,0,0.19,15-05-1998,affected 30 to 40% all live coral. Large branching acropora affected 90%,affected 30 to 40% all live coral. Large branching acropora affected 90%,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6199,3.425,73.422,Indian,Maldive Islands,Maldives,Vaavu Atoll,Kudaan'baraa,nd,371.16,Sheltered,0.0825,42.45,15,5,2003,5.5,30.5,302.08,301.95,5,0.42,2.9,2,3.69,0.19,-0.85,2,3.69,0.3,15-05-2003,Percentage of live coral cover in the area is  35% and Percentage of live coral that is bleached is  66%. Acroporids (mostly small colonies; reef recovering from 98 bleaching; 95% mortality of acroporids then Pocilloporids (low in abundance at site) Fung,Percentage of live coral cover in the area is  35% and Percentage of live coral that is bleached is  66%. Acroporids (mostly small colonies; reef recovering from 98 bleaching; 95% mortality of acroporids then Pocilloporids (low in abundance at site) Fung,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6225,4.7408,73.4964,Indian,Maldive Islands,Maldives,Male Atoll,Kaafu Atoll,nd,253.08,Sheltered,0.065,42.32,15,8,1998,nd,30.5,301.69,301.82,4,0.74,3.1,14,7.62,-0.59,-0.96,4,1.06,0.33,15-08-1998,30% bleached,30% bleached,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6334,-20.4132,57.7133,Indian,Mascarene Islands,Mauritius,Grand Port District,Mahebourg,nd,233.18,Sheltered,0.0843,45.43,15,2,1998,nd,30.5,300.78,298.48,4,0.65,3.06,4,5.11,0.62,-2.34,0,0,0.25,15-02-1998,31% of live corals wholly or partially bleached,31% of live corals wholly or partially bleached,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6336,-20.1602,57.4528,Indian,Mascarene Islands,Mauritius,Riviere Noire District,Port Luis,nd,854.13,Exposed,0.0505,45.64,15,2,1998,nd,30.5,301.15,298.8,4,0.89,2.15,3,4.76,0.85,-2.4,1,1.04,0.13,15-02-1998,39% of live corals wholly or partially bleached,39% of live corals wholly or partially bleached,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6367,-20.466,57.329,Indian,Mascarene Islands,Mauritius,Riviere Noire District,Le Morne Brabant,Le Morne,649.91,Sheltered,0.0364,44.36,15,5,2004,nd,30.5,262.15,298.72,7,-0.13,2.59,1.8,0,-2.02,-2.41,0.8,0,0.25,15-05-2004,Report does not specify for each site. Same bleaching severity was assigned to all sites,Report does not specify for each site. Same bleaching severity was assigned to all sites,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6368,-20.279,57.365,Indian,Mascarene Islands,Mauritius,Riviere Noire District,Flic en Flac,Flic en Flac,96.3,Sheltered,0.0264,43.16,15,5,2004,nd,30.5,298.18,298.87,7,-0.26,2.47,0,0,-2.11,-2.38,0,0,0.2,15-05-2004,Report does not specify for each site. Same bleaching severity was given to all sites,Report does not specify for each site. Same bleaching severity was given to all sites,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6369,-20.104,57.493,Indian,Mascarene Islands,Mauritius,Pamplemousses District,Morcellement Swan,Balaclava,1455.54,Exposed,0.0312,45.64,15,5,2004,nd,30.5,298.02,298.79,7,0.13,2.26,2,0,-1.82,-2.41,2,0,0.14,15-05-2004,Report does not specify for each site. Same bleaching severity was given to all sites,Report does not specify for each site. Same bleaching severity was given to all sites,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6370,-19.979,57.668,Indian,Mascarene Islands,Mauritius,Riviere Noire District,Anse la Raie,Anse la raie,2427.2,Exposed,0.0333,46.36,15,5,2004,nd,30.5,297.82,298.5,7,-0.04,2.57,2,0,-1.83,-2.27,1,0,0.2,15-05-2004,Report does not specify for each site. Same bleaching severity was given to all sites,Report does not specify for each site. Same bleaching severity was given to all sites,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6380,-13.0668,45.1106,Indian,Mayotte and Comoros,France,Mayotte,Grande-Terre,nd,7346.75,Sheltered,0.0679,42.12,15,4,1998,nd,30.5,301.55,300.74,8,0.19,2.76,11,12.07,-0.12,-1.75,8,9.21,0.39,15-04-1998,started southside that is enclosed but exposed to trade winds. North side cooler waters not effected as such.,started southside that is enclosed but exposed to trade winds. North side cooler waters not effected as such.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6389,19.8833,-87.4261,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,466.62,Exposed,0.0444,47,15,6,2006,6.1,30.5,302.01,300.83,3,0.27,3.57,6,2.19,-0.72,-1.55,3,0,0.2,15-06-2006,Number of colonies observed: 24 ; Number of bleached colonies: 1,Number of colonies observed: 24 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6389,19.8833,-87.4261,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,466.62,Exposed,0.0444,47,15,6,2005,3.05,30.5,302.01,300.83,4,0.15,3.57,1,1.02,-0.82,-1.55,0,0,0.2,15-06-2005,Number of colonies observed: 24 ; Number of bleached colonies: 1,Number of colonies observed: 24 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6390,19.9667,-87.4531,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,1227.28,Exposed,0.0447,36.82,15,5,2006,10.8,30.5,262.15,300.81,4,0.6,4,7.5,0,-1.03,-1.48,3.5,0,0.36,15-05-2006,Number of colonies observed: 19 ; Number of bleached colonies: 4,Number of colonies observed: 19 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6390,19.9667,-87.4531,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,1227.28,Exposed,0.0447,36.82,15,8,2005,8.8,30.5,262.15,300.81,3,0.32,4,6.75,5.2,0.25,-1.48,1,1.27,0.36,15-08-2005,Number of colonies observed: 19 ; Number of bleached colonies: 4,Number of colonies observed: 19 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6390,19.9667,-87.4531,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,1227.28,Exposed,0.0447,36.82,15,11,2005,10.4,30.5,262.15,300.81,6,-1.19,4,8.5,4.39,-2.46,-1.48,3.5,4.26,0.36,15-11-2005,Number of colonies observed: 19 ; Number of bleached colonies: 4,Number of colonies observed: 19 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6390,19.9667,-87.4531,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,1227.28,Exposed,0.0447,36.82,15,11,2005,8.8,30.5,262.15,300.81,6,-1.19,4,8.5,4.39,-2.46,-1.48,3.5,4.26,0.36,15-11-2005,Number of colonies observed: 19 ; Number of bleached colonies: 4,Number of colonies observed: 19 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6390,19.9667,-87.4531,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,1227.28,Exposed,0.0447,36.82,15,11,2005,9.95,30.5,262.15,300.81,6,-1.19,4,8.5,4.39,-2.46,-1.48,3.5,4.26,0.36,15-11-2005,Number of colonies observed: 19 ; Number of bleached colonies: 4,Number of colonies observed: 19 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6390,19.9667,-87.4531,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,1227.28,Exposed,0.0447,36.82,15,12,2005,9.45,30.5,262.15,300.81,5,-0.15,4,8.25,0,-2.42,-1.48,3.5,0,0.36,15-12-2005,Number of colonies observed: 19 ; Number of bleached colonies: 4,Number of colonies observed: 19 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6391,18.7066,-87.704,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,923.13,Sometimes,0.0273,49.1,15,2,2006,14.3,30.5,262.15,300.88,6,-0.34,3.48,10,0,-3.23,-1.38,3.5,0,0.22,15-02-2006,Number of colonies observed: 38 ; Number of bleached colonies: 8,Number of colonies observed: 38 ; Number of bleached colonies: 8,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6391,18.7066,-87.704,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,923.13,Sometimes,0.0273,49.1,15,3,2006,15,30.5,262.15,300.88,6,-0.24,3.48,10,0,-2.77,-1.38,3.5,0,0.22,15-03-2006,Number of colonies observed: 38 ; Number of bleached colonies: 8,Number of colonies observed: 38 ; Number of bleached colonies: 8,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
