Site_ID,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Ecoregion_Name,Exposure,Turbidity,Cyclone_Frequency,Date_Month,Date_Year,Percent_Bleaching,Temperature_Mean,Windspeed,SSTA,SSTA_DHW,TSA,TSA_DHWMean,Date,Site_Comments,Sample_Comments,Bleaching_condition
5786,6.0361,116.0322,Pacific,Sunda Shelf south-east Asia,Sheltered,0.0843,53.74,5,1998,30.5,302.46,2,0.64,2.53,0.28,0.19,15-05-1998,affected 30 to 40% all live coral. Large branching acropora affected 90%,affected 30 to 40% all live coral. Large branching acropora affected 90%,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6199,3.425,73.422,Indian,Maldive Islands,Sheltered,0.0825,42.45,5,2003,30.5,301.95,5,0.42,3.69,0.19,0.3,15-05-2003,Percentage of live coral cover in the area is  35% and Percentage of live coral that is bleached is  66%. Acroporids (mostly small colonies; reef recovering from 98 bleaching; 95% mortality of acroporids then Pocilloporids (low in abundance at site) Fung,Percentage of live coral cover in the area is  35% and Percentage of live coral that is bleached is  66%. Acroporids (mostly small colonies; reef recovering from 98 bleaching; 95% mortality of acroporids then Pocilloporids (low in abundance at site) Fung,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6225,4.7408,73.4964,Indian,Maldive Islands,Sheltered,0.065,42.32,8,1998,30.5,301.82,4,0.74,7.62,-0.59,0.33,15-08-1998,30% bleached,30% bleached,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6334,-20.4132,57.7133,Indian,Mascarene Islands,Sheltered,0.0843,45.43,2,1998,30.5,298.48,4,0.65,5.11,0.62,0.25,15-02-1998,31% of live corals wholly or partially bleached,31% of live corals wholly or partially bleached,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6336,-20.1602,57.4528,Indian,Mascarene Islands,Exposed,0.0505,45.64,2,1998,30.5,298.8,4,0.89,4.76,0.85,0.13,15-02-1998,39% of live corals wholly or partially bleached,39% of live corals wholly or partially bleached,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6367,-20.466,57.329,Indian,Mascarene Islands,Sheltered,0.0364,44.36,5,2004,30.5,298.72,7,-0.13,0,-2.02,0.25,15-05-2004,Report does not specify for each site. Same bleaching severity was assigned to all sites,Report does not specify for each site. Same bleaching severity was assigned to all sites,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6368,-20.279,57.365,Indian,Mascarene Islands,Sheltered,0.0264,43.16,5,2004,30.5,298.87,7,-0.26,0,-2.11,0.2,15-05-2004,Report does not specify for each site. Same bleaching severity was given to all sites,Report does not specify for each site. Same bleaching severity was given to all sites,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6369,-20.104,57.493,Indian,Mascarene Islands,Exposed,0.0312,45.64,5,2004,30.5,298.79,7,0.13,0,-1.82,0.14,15-05-2004,Report does not specify for each site. Same bleaching severity was given to all sites,Report does not specify for each site. Same bleaching severity was given to all sites,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6370,-19.979,57.668,Indian,Mascarene Islands,Exposed,0.0333,46.36,5,2004,30.5,298.5,7,-0.04,0,-1.83,0.2,15-05-2004,Report does not specify for each site. Same bleaching severity was given to all sites,Report does not specify for each site. Same bleaching severity was given to all sites,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6380,-13.0668,45.1106,Indian,Mayotte and Comoros,Sheltered,0.0679,42.12,4,1998,30.5,300.74,8,0.19,12.07,-0.12,0.39,15-04-1998,started southside that is enclosed but exposed to trade winds. North side cooler waters not effected as such.,started southside that is enclosed but exposed to trade winds. North side cooler waters not effected as such.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6389,19.8833,-87.4261,Atlantic,Belize and west Caribbean,Exposed,0.0444,47,6,2006,30.5,300.83,3,0.27,2.19,-0.72,0.2,15-06-2006,Number of colonies observed: 24 ; Number of bleached colonies: 1,Number of colonies observed: 24 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6389,19.8833,-87.4261,Atlantic,Belize and west Caribbean,Exposed,0.0444,47,6,2005,30.5,300.83,4,0.15,1.02,-0.82,0.2,15-06-2005,Number of colonies observed: 24 ; Number of bleached colonies: 1,Number of colonies observed: 24 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6390,19.9667,-87.4531,Atlantic,Belize and west Caribbean,Exposed,0.0447,36.82,5,2006,30.5,300.81,4,0.6,0,-1.03,0.36,15-05-2006,Number of colonies observed: 19 ; Number of bleached colonies: 4,Number of colonies observed: 19 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6390,19.9667,-87.4531,Atlantic,Belize and west Caribbean,Exposed,0.0447,36.82,8,2005,30.5,300.81,3,0.32,5.2,0.25,0.36,15-08-2005,Number of colonies observed: 19 ; Number of bleached colonies: 4,Number of colonies observed: 19 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6390,19.9667,-87.4531,Atlantic,Belize and west Caribbean,Exposed,0.0447,36.82,11,2005,30.5,300.81,6,-1.19,4.39,-2.46,0.36,15-11-2005,Number of colonies observed: 19 ; Number of bleached colonies: 4,Number of colonies observed: 19 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6390,19.9667,-87.4531,Atlantic,Belize and west Caribbean,Exposed,0.0447,36.82,11,2005,30.5,300.81,6,-1.19,4.39,-2.46,0.36,15-11-2005,Number of colonies observed: 19 ; Number of bleached colonies: 4,Number of colonies observed: 19 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6390,19.9667,-87.4531,Atlantic,Belize and west Caribbean,Exposed,0.0447,36.82,11,2005,30.5,300.81,6,-1.19,4.39,-2.46,0.36,15-11-2005,Number of colonies observed: 19 ; Number of bleached colonies: 4,Number of colonies observed: 19 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6390,19.9667,-87.4531,Atlantic,Belize and west Caribbean,Exposed,0.0447,36.82,12,2005,30.5,300.81,5,-0.15,0,-2.42,0.36,15-12-2005,Number of colonies observed: 19 ; Number of bleached colonies: 4,Number of colonies observed: 19 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6391,18.7066,-87.704,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,2,2006,30.5,300.88,6,-0.34,0,-3.23,0.22,15-02-2006,Number of colonies observed: 38 ; Number of bleached colonies: 8,Number of colonies observed: 38 ; Number of bleached colonies: 8,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6391,18.7066,-87.704,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,3,2006,30.5,300.88,6,-0.24,0,-2.77,0.22,15-03-2006,Number of colonies observed: 38 ; Number of bleached colonies: 8,Number of colonies observed: 38 ; Number of bleached colonies: 8,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6391,18.7066,-87.704,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,12,2005,30.5,300.88,6,-0.38,1.32,-2.46,0.22,15-12-2005,Number of colonies observed: 38 ; Number of bleached colonies: 8,Number of colonies observed: 38 ; Number of bleached colonies: 8,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6391,18.7066,-87.704,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,12,2005,30.5,300.88,6,-0.38,1.32,-2.46,0.22,15-12-2005,Number of colonies observed: 38 ; Number of bleached colonies: 8,Number of colonies observed: 38 ; Number of bleached colonies: 8,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6392,19.934,-87.4336,Atlantic,Belize and west Caribbean,Exposed,0.0406,36.82,3,2006,30.5,300.81,5,-0.04,0,-2.84,0.24,15-03-2006,Number of colonies observed: 9 ; Number of bleached colonies: 2,Number of colonies observed: 9 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6392,19.934,-87.4336,Atlantic,Belize and west Caribbean,Exposed,0.0406,36.82,10,2004,30.5,300.81,3,0.9,1.01,0.23,0.24,15-10-2004,Number of colonies observed: 9 ; Number of bleached colonies: 2,Number of colonies observed: 9 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6394,19.7864,-87.4263,Atlantic,Belize and west Caribbean,Exposed,0.0495,48.48,10,2004,30.5,300.85,3,0.74,0,0.12,0.31,15-10-2004,Number of colonies observed: 13 ; Number of bleached colonies: 3,Number of colonies observed: 13 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6395,19.9729,-87.4528,Atlantic,Belize and west Caribbean,Exposed,0.0447,36.82,5,2006,30.5,300.81,4,0.6,0,-1.03,0.36,15-05-2006,Number of colonies observed: 8 ; Number of bleached colonies: 2,Number of colonies observed: 8 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6396,18.724,-87.6968,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,11,2005,30.5,300.88,7,-0.81,8.95,-1.77,0.23,15-11-2005,Number of colonies observed: 32 ; Number of bleached colonies: 9,Number of colonies observed: 32 ; Number of bleached colonies: 9,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6397,20.0995,-87.4625,Atlantic,Belize and west Caribbean,Exposed,0.0366,50.54,2,2005,30.5,300.78,4,-0.12,0,-3.01,0.83,15-02-2005,Number of colonies observed: 17 ; Number of bleached colonies: 5,Number of colonies observed: 17 ; Number of bleached colonies: 5,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6397,20.0995,-87.4625,Atlantic,Belize and west Caribbean,Exposed,0.0366,50.54,8,2005,30.5,300.78,3,1.3,4.27,1.3,0.83,15-08-2005,Number of colonies observed: 17 ; Number of bleached colonies: 5,Number of colonies observed: 17 ; Number of bleached colonies: 5,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6397,20.0995,-87.4625,Atlantic,Belize and west Caribbean,Exposed,0.0366,50.54,10,2004,30.5,300.78,4,0.46,0,-0.22,0.83,15-10-2004,Number of colonies observed: 17 ; Number of bleached colonies: 5,Number of colonies observed: 17 ; Number of bleached colonies: 5,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6397,20.0995,-87.4625,Atlantic,Belize and west Caribbean,Exposed,0.0366,50.54,10,2004,30.5,300.78,4,0.46,0,-0.22,0.83,15-10-2004,Number of colonies observed: 17 ; Number of bleached colonies: 5,Number of colonies observed: 17 ; Number of bleached colonies: 5,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6397,20.0995,-87.4625,Atlantic,Belize and west Caribbean,Exposed,0.0366,50.54,12,2005,30.5,300.78,5,-0.23,0,-2.4,0.83,15-12-2005,Number of colonies observed: 17 ; Number of bleached colonies: 5,Number of colonies observed: 17 ; Number of bleached colonies: 5,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6398,19.9333,-87.4321,Atlantic,Belize and west Caribbean,Exposed,0.0406,36.82,6,2005,30.5,300.81,4,0.36,3.18,-0.41,0.24,15-06-2005,Number of colonies observed: 13 ; Number of bleached colonies: 4,Number of colonies observed: 13 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6398,19.9333,-87.4321,Atlantic,Belize and west Caribbean,Exposed,0.0406,36.82,9,2005,30.5,300.81,4,1.57,7.61,1.41,0.24,15-09-2005,Number of colonies observed: 13 ; Number of bleached colonies: 4,Number of colonies observed: 13 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6398,19.9333,-87.4321,Atlantic,Belize and west Caribbean,Exposed,0.0406,36.82,9,2005,30.5,300.81,4,1.57,7.61,1.41,0.24,15-09-2005,Number of colonies observed: 13 ; Number of bleached colonies: 4,Number of colonies observed: 13 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6398,19.9333,-87.4321,Atlantic,Belize and west Caribbean,Exposed,0.0406,36.82,10,2004,30.5,300.81,3,0.9,1.01,0.23,0.24,15-10-2004,Number of colonies observed: 13 ; Number of bleached colonies: 4,Number of colonies observed: 13 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6398,19.9333,-87.4321,Atlantic,Belize and west Caribbean,Exposed,0.0406,36.82,10,2004,30.5,300.81,3,0.9,1.01,0.23,0.24,15-10-2004,Number of colonies observed: 13 ; Number of bleached colonies: 4,Number of colonies observed: 13 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6399,20.0375,-87.4662,Atlantic,Belize and west Caribbean,Exposed,0.0392,46.93,5,2005,30.5,300.78,4,0.71,0,-0.66,0.81,15-05-2005,Number of colonies observed: 13 ; Number of bleached colonies: 4,Number of colonies observed: 13 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6399,20.0375,-87.4662,Atlantic,Belize and west Caribbean,Exposed,0.0392,46.93,5,2006,30.5,300.78,4,0.1,0,-1.29,0.81,15-05-2006,Number of colonies observed: 13 ; Number of bleached colonies: 4,Number of colonies observed: 13 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6399,20.0375,-87.4662,Atlantic,Belize and west Caribbean,Exposed,0.0392,46.93,11,2004,30.5,300.78,5,0.26,2.17,-0.88,0.81,15-11-2004,Number of colonies observed: 13 ; Number of bleached colonies: 4,Number of colonies observed: 13 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6404,18.7069,-87.7058,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,2,2006,30.5,300.88,6,-0.34,0,-3.23,0.22,15-02-2006,Number of colonies observed: 18 ; Number of bleached colonies: 6,Number of colonies observed: 18 ; Number of bleached colonies: 6,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6404,18.7069,-87.7058,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,2,2006,30.5,300.88,6,-0.34,0,-3.23,0.22,15-02-2006,Number of colonies observed: 18 ; Number of bleached colonies: 6,Number of colonies observed: 18 ; Number of bleached colonies: 6,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6404,18.7069,-87.7058,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,5,2005,30.5,300.88,4,0.42,1.08,-1,0.22,15-05-2005,Number of colonies observed: 18 ; Number of bleached colonies: 6,Number of colonies observed: 18 ; Number of bleached colonies: 6,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6404,18.7069,-87.7058,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,11,2005,30.5,300.88,7,-1.32,6.63,-2.28,0.22,15-11-2005,Number of colonies observed: 18 ; Number of bleached colonies: 6,Number of colonies observed: 18 ; Number of bleached colonies: 6,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6406,18.6809,-87.7126,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,2,2006,30.5,300.88,6,-0.34,0,-3.23,0.24,15-02-2006,Number of colonies observed: 28 ; Number of bleached colonies: 10,Number of colonies observed: 28 ; Number of bleached colonies: 10,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6406,18.6809,-87.7126,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,5,2005,30.5,300.88,4,0.51,0.72,-0.91,0.24,15-05-2005,Number of colonies observed: 28 ; Number of bleached colonies: 10,Number of colonies observed: 28 ; Number of bleached colonies: 10,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6408,20.052,-87.4663,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,2,2006,30.5,300.78,5,0.16,0,-2.79,0.81,15-02-2006,Number of colonies observed: 27 ; Number of bleached colonies: 10,Number of colonies observed: 27 ; Number of bleached colonies: 10,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6408,20.052,-87.4663,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,5,2005,30.5,300.78,4,0.71,0,-0.66,0.81,15-05-2005,Number of colonies observed: 27 ; Number of bleached colonies: 10,Number of colonies observed: 27 ; Number of bleached colonies: 10,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6408,20.052,-87.4663,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,5,2005,30.5,300.78,4,0.71,0,-0.66,0.81,15-05-2005,Number of colonies observed: 27 ; Number of bleached colonies: 10,Number of colonies observed: 27 ; Number of bleached colonies: 10,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6408,20.052,-87.4663,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,8,2005,30.5,300.78,3,1.45,6.73,1.38,0.81,15-08-2005,Number of colonies observed: 27 ; Number of bleached colonies: 10,Number of colonies observed: 27 ; Number of bleached colonies: 10,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6408,20.052,-87.4663,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,10,2004,30.5,300.78,3,0.1,3.37,-0.32,0.81,15-10-2004,Number of colonies observed: 27 ; Number of bleached colonies: 10,Number of colonies observed: 27 ; Number of bleached colonies: 10,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6408,20.052,-87.4663,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,12,2005,30.5,300.78,5,-1.55,0,-3.7,0.81,15-12-2005,Number of colonies observed: 27 ; Number of bleached colonies: 10,Number of colonies observed: 27 ; Number of bleached colonies: 10,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6410,20.0514,-87.4628,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,2,2006,30.5,300.78,5,0.16,0,-2.79,0.81,15-02-2006,Number of colonies observed: 23 ; Number of bleached colonies: 9,Number of colonies observed: 23 ; Number of bleached colonies: 9,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6410,20.0514,-87.4628,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,6,2005,30.5,300.78,4,0.03,0,-0.71,0.81,15-06-2005,Number of colonies observed: 23 ; Number of bleached colonies: 9,Number of colonies observed: 23 ; Number of bleached colonies: 9,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6410,20.0514,-87.4628,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,9,2005,30.5,300.78,4,1.66,11.76,1.63,0.81,15-09-2005,Number of colonies observed: 23 ; Number of bleached colonies: 9,Number of colonies observed: 23 ; Number of bleached colonies: 9,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,9,2005,30.5,300.78,4,1.66,11.76,1.63,0.81,15-09-2005,Number of colonies observed: 26 ; Number of bleached colonies: 3,Number of colonies observed: 26 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,9,2005,30.5,300.78,4,1.66,11.76,1.63,0.81,15-09-2005,Number of colonies observed: 26 ; Number of bleached colonies: 3,Number of colonies observed: 26 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Exposed,0.041,46.93,10,2004,30.5,300.78,3,0.1,3.37,-0.32,0.81,15-10-2004,Number of colonies observed: 26 ; Number of bleached colonies: 3,Number of colonies observed: 26 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6414,19.8805,-87.412,Atlantic,Belize and west Caribbean,Exposed,0.0401,47.04,8,2005,30.5,300.83,3,0.16,2.17,0.09,0.2,15-08-2005,Number of colonies observed: 7 ; Number of bleached colonies: 1,Number of colonies observed: 7 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6414,19.8805,-87.412,Atlantic,Belize and west Caribbean,Exposed,0.0401,47.04,10,2004,30.5,300.83,3,-0.07,0,-0.72,0.2,15-10-2004,Number of colonies observed: 7 ; Number of bleached colonies: 1,Number of colonies observed: 7 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6414,19.8805,-87.412,Atlantic,Belize and west Caribbean,Exposed,0.0401,47.04,10,2004,30.5,300.83,3,-0.07,0,-0.72,0.2,15-10-2004,Number of colonies observed: 7 ; Number of bleached colonies: 1,Number of colonies observed: 7 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6415,19.9683,-87.4517,Atlantic,Belize and west Caribbean,Exposed,0.0447,36.82,2,2005,30.5,300.81,4,-0.3,0.27,-3.33,0.36,15-02-2005,Number of colonies observed: 7 ; Number of bleached colonies: 1,Number of colonies observed: 7 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6415,19.9683,-87.4517,Atlantic,Belize and west Caribbean,Exposed,0.0447,36.82,10,2004,30.5,300.81,3,0.56,1.63,0,0.36,15-10-2004,Number of colonies observed: 7 ; Number of bleached colonies: 1,Number of colonies observed: 7 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6416,20.0169,-87.4622,Atlantic,Belize and west Caribbean,Exposed,0.0404,46.93,8,2005,30.5,300.76,3,0.25,6.12,0.16,0.68,15-08-2005,Number of colonies observed: 12 ; Number of bleached colonies: 2,Number of colonies observed: 12 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6416,20.0169,-87.4622,Atlantic,Belize and west Caribbean,Exposed,0.0404,46.93,10,2004,30.5,300.76,3,0.5,2.43,0.02,0.68,15-10-2004,Number of colonies observed: 12 ; Number of bleached colonies: 2,Number of colonies observed: 12 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6416,20.0169,-87.4622,Atlantic,Belize and west Caribbean,Exposed,0.0404,46.93,11,2005,30.5,300.76,6,-0.57,3.67,-1.78,0.68,15-11-2005,Number of colonies observed: 12 ; Number of bleached colonies: 2,Number of colonies observed: 12 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6416,20.0169,-87.4622,Atlantic,Belize and west Caribbean,Exposed,0.0404,46.93,11,2005,30.5,300.76,6,-0.57,3.67,-1.78,0.68,15-11-2005,Number of colonies observed: 12 ; Number of bleached colonies: 2,Number of colonies observed: 12 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6421,19.9321,-87.4342,Atlantic,Belize and west Caribbean,Exposed,0.0406,36.82,3,2006,30.5,300.81,5,-0.04,0,-2.84,0.24,15-03-2006,Number of colonies observed: 4 ; Number of bleached colonies: 2,Number of colonies observed: 4 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6424,18.7199,-87.7011,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,6,2006,30.5,300.88,5,0.44,0.55,-0.5,0.22,15-06-2006,Number of colonies observed: 18 ; Number of bleached colonies: 2,Number of colonies observed: 18 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6427,18.7241,-87.6983,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,8,2005,30.5,300.88,4,1,4.58,0.8,0.22,15-08-2005,Number of colonies observed: 18 ; Number of bleached colonies: 3,Number of colonies observed: 18 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6428,18.707,-87.7068,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,3,2006,30.5,300.88,6,-0.24,0,-2.77,0.22,15-03-2006,Number of colonies observed: 11 ; Number of bleached colonies: 2,Number of colonies observed: 11 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6428,18.707,-87.7068,Atlantic,Belize and west Caribbean,Sometimes,0.0273,49.1,8,2005,30.5,300.88,4,1,4.58,0.8,0.22,15-08-2005,Number of colonies observed: 11 ; Number of bleached colonies: 2,Number of colonies observed: 11 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6429,18.6672,-87.7155,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,3,2006,30.5,300.88,6,-0.25,0,-2.78,0.24,15-03-2006,Number of colonies observed: 17 ; Number of bleached colonies: 4,Number of colonies observed: 17 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6429,18.6672,-87.7155,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,3,2006,30.5,300.88,6,-0.25,0,-2.78,0.24,15-03-2006,Number of colonies observed: 17 ; Number of bleached colonies: 4,Number of colonies observed: 17 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6429,18.6672,-87.7155,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,11,2005,30.5,300.88,7,-1.51,5.39,-2.46,0.24,15-11-2005,Number of colonies observed: 17 ; Number of bleached colonies: 4,Number of colonies observed: 17 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6434,20.015,-87.4648,Atlantic,Belize and west Caribbean,Exposed,0.0409,46.93,11,2005,30.5,300.76,6,-0.57,3.67,-1.78,0.68,15-11-2005,Number of colonies observed: 3 ; Number of bleached colonies: 1,Number of colonies observed: 3 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6435,18.6672,-87.7142,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,3,2006,30.5,300.88,6,-0.25,0,-2.78,0.24,15-03-2006,Number of colonies observed: 28 ; Number of bleached colonies: 12,Number of colonies observed: 28 ; Number of bleached colonies: 12,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6435,18.6672,-87.7142,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,3,2006,30.5,300.88,6,-0.25,0,-2.78,0.24,15-03-2006,Number of colonies observed: 28 ; Number of bleached colonies: 12,Number of colonies observed: 28 ; Number of bleached colonies: 12,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6437,18.6672,-87.7173,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,3,2006,30.5,300.88,6,-0.25,0,-2.78,0.24,15-03-2006,Number of colonies observed: 6 ; Number of bleached colonies: 3,Number of colonies observed: 6 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6437,18.6672,-87.7173,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,3,2006,30.5,300.88,6,-0.25,0,-2.78,0.24,15-03-2006,Number of colonies observed: 6 ; Number of bleached colonies: 3,Number of colonies observed: 6 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6438,18.6806,-87.7113,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,3,2006,30.5,300.88,6,-0.25,0,-2.78,0.24,15-03-2006,Number of colonies observed: 26 ; Number of bleached colonies: 13,Number of colonies observed: 26 ; Number of bleached colonies: 13,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6438,18.6806,-87.7113,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,3,2006,30.5,300.88,6,-0.25,0,-2.78,0.24,15-03-2006,Number of colonies observed: 26 ; Number of bleached colonies: 13,Number of colonies observed: 26 ; Number of bleached colonies: 13,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6438,18.6806,-87.7113,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,12,2005,30.5,300.88,6,-0.34,0.88,-2.4,0.24,15-12-2005,Number of colonies observed: 26 ; Number of bleached colonies: 13,Number of colonies observed: 26 ; Number of bleached colonies: 13,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
