Ocean_Name,Exposure,Percent_Bleaching,Temperature_Mean,Windspeed,TSA,Bleaching_condition
Atlantic,Sometimes,30.5,300.88,6,-2.77,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.88,6,-2.46,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.88,6,-2.46,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.81,5,-2.84,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.81,3,0.23,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.85,3,0.12,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.81,4,-1.03,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.88,7,-1.77,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.78,4,-3.01,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.78,3,1.3,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.78,4,-0.22,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.78,4,-0.22,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.78,5,-2.4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.81,4,-0.41,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.81,4,1.41,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.81,4,1.41,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.81,3,0.23,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.81,3,0.23,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.78,4,-0.66,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.78,4,-1.29,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.78,5,-0.88,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.88,6,-3.23,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.88,6,-3.23,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.88,4,-1,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.88,7,-2.28,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.88,6,-3.23,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.88,4,-0.91,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.78,5,-2.79,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.78,4,-0.66,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.78,4,-0.66,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.78,3,1.38,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.78,3,-0.32,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.78,5,-3.7,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.78,5,-2.79,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.78,4,-0.71,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.78,4,1.63,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.78,4,1.63,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.78,4,1.63,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.78,3,-0.32,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.83,3,0.09,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.83,3,-0.72,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.83,3,-0.72,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.81,4,-3.33,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.81,3,0,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.76,3,0.16,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.76,3,0.02,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.76,6,-1.78,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.76,6,-1.78,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.81,5,-2.84,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.88,5,-0.5,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.88,4,0.8,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.88,6,-2.77,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.88,4,0.8,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.88,6,-2.78,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.88,6,-2.78,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.88,7,-2.46,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.76,6,-1.78,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.88,6,-2.78,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.88,6,-2.78,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.88,6,-2.78,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.88,6,-2.78,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.88,6,-2.78,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.88,6,-2.78,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.88,6,-2.4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.88,5,0.25,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.81,3,0,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.87,5,-0.43,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.88,4,0.8,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.88,6,-2.41,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.88,7,-2.28,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.87,5,0.18,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.92,3,1.18,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,298.55,5,0.93,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sometimes,30.5,300.83,1,-0.55,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,298.12,3,-0.11,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sheltered,30.5,299.97,7,-2.49,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.16,6,0.2,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,301.75,2,1.25,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,301.53,2.89,-1.58,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,301.53,2.89,-1.58,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,300.95,3,-0.74,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,302.96,5,-0.59,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sometimes,30.5,302.88,5,-0.26,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,301.33,6,-3.44,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,301.67,4,-0.34,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,301.38,3,1.39,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,301.03,8,-1.56,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,301.91,9,-0.62,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,301.29,5,0.46,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,301.69,6,0.47,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Exposed,30.5,298.75,6,-1.44,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Exposed,30.5,298.84,9,-2.19,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,301.77,4,-0.59,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Red Sea,Exposed,30.5,300.04,5,0.48,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Sheltered,30.5,299.91,9,0.24,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Exposed,30.5,299.74,8,-1.06,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,302.16,4,-1.04,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,301.83,4,-1.04,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,302.22,3,-1.39,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,302.29,3,-1.15,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,302.2,3,-0.52,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,302.3,3,-2.56,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,302.35,3,-0.38,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Exposed,30.5,301,2,1.23,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Exposed,30.5,301.13,4,-0.09,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,297.22,8,-0.06,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Exposed,30.5,300.32,3,1.33,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Exposed,30.5,300.32,8,0.07,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Sometimes,30.5,300.28,7,-0.19,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Sheltered,30.5,300.3,6,-0.66,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Exposed,30.5,300.26,7,-0.12,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,302.4,2,0.17,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,302.36,1,0.83,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,302.04,2,1.19,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,301.99,2,1.51,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,301.79,2,1.02,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,301.98,2,2.25,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,302.29,3,1.96,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,302.33,3,1.66,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,302.28,2,0.31,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,302.34,2,-0.29,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Arabian Gulf,Sheltered,30.5,300.72,2,-0.02,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sheltered,30.5,299.65,2,-0.55,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,299.84,2,-2.59,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,299.82,2,-2.61,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,299.64,6,1.15,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.01,4,1.1,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,299.83,6,0.64,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,299.83,6,3.97,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,299.76,5,1.01,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.46,4,1.5,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.44,4,1.38,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.77,6,0.34,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,299.8,8,-0.5,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sheltered,30.5,299.37,9,-0.68,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,299.34,9,-0.37,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sheltered,30.5,299.31,9,-0.46,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,299.82,5,-0.65,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sheltered,30.5,300.38,6,0.53,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,299.78,4,-1.48,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sheltered,30.5,299.5,5,-3.54,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.77,5,-1.24,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,5.5,301.54,5,0.07,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Atlantic,Sometimes,5.5,299.92,9,0.25,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,297.35,6,3.36,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Exposed,5.5,296.15,5,1.67,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.23,6,-1.09,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,300.85,5,0.22,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.11,5,-0.14,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,298.96,5,-3.72,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.2,7,-0.36,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Exposed,5.5,296.94,6,0.66,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,297.37,6,0.43,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,298.6,7,-0.49,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,298.27,7,-0.11,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,298.38,7,-0.28,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,298.4,8,0.28,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,298.16,6,-0.94,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,298.5,8,0.07,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,298.56,8,0.13,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,298.72,7,-0.36,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.18,7,-0.23,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.33,8,-0.03,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.2,7,-1.85,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.34,8,0,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.38,8,-0.14,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.47,8,-0.55,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.41,8,-0.29,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.57,8,-1.28,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.48,8,-0.56,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.63,9,-0.02,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.64,8,-0.51,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.66,9,-0.57,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.43,8,-0.92,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.62,9,-0.43,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.48,8,-0.65,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.5,8,-0.1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.61,9,-0.25,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.49,8,-0.76,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.42,8,-0.59,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.65,9,-0.25,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.61,9,0.07,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.56,8,-1.87,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,300.11,5,-0.48,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,298.42,4,-2.62,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,298.15,4,-0.98,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,298.15,4,-0.98,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,298.16,4,-1.18,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,298.47,4,-1.19,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,298.48,4,1.81,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,298.51,4,-0.44,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,298.6,5,0.05,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,298.64,4,-0.05,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,298.63,5,-0.71,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,298.73,4,-0.07,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,298.74,4,0.09,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,298.68,5,-1.36,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,298.89,4,-0.87,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,298.87,4,-1.98,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,298.86,4,-1.11,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,298.79,4,-0.08,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,298.81,4,-0.53,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,298.86,4,-0.37,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.15,5,-0.21,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.14,4,-0.56,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.1,4,-1.34,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.13,4,-0.65,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.18,5,-1.78,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.15,5,-1.69,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.18,4,-1.23,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,301.48,5,-0.14,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Exposed,5.5,301.48,4,0.96,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Exposed,5.5,301.42,3,0.22,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,301.54,3,0.21,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,301.45,3,-0.1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.21,5,-0.61,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.18,4,-0.93,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.26,5,-0.47,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.33,5,-0.5,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.26,5,-1.52,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.25,5,-1.29,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.29,5,-1.3,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.24,5,-1.28,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.55,5,-0.96,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.59,5,-1.6,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.4,5,-1.86,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sometimes,5.5,299.39,5,-1.32,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.42,5,-2.12,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.35,5,-1.02,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.39,5,-2.2,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.53,5,-0.98,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.48,5,-1.46,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.53,5,-1,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.4,5,-1.93,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.41,5,-1.06,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.33,5,-1.23,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.37,5,-0.9,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.37,5,-1.13,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.96,5,-2.68,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,300.08,5,-1.95,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Indian,Sheltered,5.5,299.49,2,-2.45,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Indian,Sheltered,5.5,299.49,2,-2.45,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Indian,Sheltered,5.5,299.49,2,-2.45,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Indian,Sheltered,5.5,299.49,2,-2.45,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Indian,Sheltered,5.5,299.49,2,-2.45,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Indian,Sheltered,5.5,299.5,2,-2.54,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Indian,Sheltered,5.5,298.54,3,-1.25,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,298.57,8,-3.37,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,298.57,5,-0.8,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Indian,Exposed,5.5,301.24,4,-0.21,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Indian,Sheltered,5.5,298.7,5,-3.62,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Pacific,Sheltered,5.5,299.6,6,-1.42,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Atlantic,Sheltered,5.5,299.82,4,-4.47,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Atlantic,Sheltered,5.5,299.82,3,-0.9,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Atlantic,Sheltered,5.5,299.82,8,-1.03,Bleaching percentage averaged from code: Mild (1-10% Bleached)
Atlantic,Sheltered,5.5,299.82,6,-2.94,Bleaching percentage averaged from code: Mild (1-10% Bleached)
